docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,currentReportReason,parentDocID,opeDateTime,xbrlFlag,pdfFlag,csvFlag
S100U68N,E32381,35440,6430001072213,サツドラホールディングス株式会社,,010,030000,120,2023-05-16,2024-05-15,2024-08-08 14:45,有価証券報告書－第8期(2023/05/16－2024/05/15),,,,,,1,1,1
